,C1,C1_NM,C1_NM_ENG,C1_OBJ_NM,C1_OBJ_NM_ENG,C2,C2_NM,C2_NM_ENG,C2_OBJ_NM,C2_OBJ_NM_ENG,C3,C3_NM,C3_NM_ENG,C3_OBJ_NM,C3_OBJ_NM_ENG,DT,ITM_ID,ITM_NM,ITM_NM_ENG,ORG_ID,PRD_DE,PRD_SE,TBL_ID,TBL_NM,UNIT_NM,UNIT_NM_ENG
95,01,아파트,Apartments,주택유형,Region,a5,서울,Seoul,지역,Region,01,연령1,Age1,건축연령,Region,107.5600366,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
96,01,아파트,Apartments,주택유형,Region,a5,서울,Seoul,지역,Region,02,연령2,Age2,건축연령,Region,109.0633252,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
97,01,아파트,Apartments,주택유형,Region,a5,서울,Seoul,지역,Region,03,연령3,Age3,건축연령,Region,107.2021059,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
98,01,아파트,Apartments,주택유형,Region,a5,서울,Seoul,지역,Region,04,연령4,Age4,건축연령,Region,107.5808867,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
99,01,아파트,Apartments,주택유형,Region,a5,서울,Seoul,지역,Region,05,연령5,Age5,건축연령,Region,107.6314578,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
100,01,아파트,Apartments,주택유형,Region,a6,경기,Gyeonggi,지역,Region,01,연령1,Age1,건축연령,Region,104.1912888,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
101,01,아파트,Apartments,주택유형,Region,a6,경기,Gyeonggi,지역,Region,02,연령2,Age2,건축연령,Region,101.6184183,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
102,01,아파트,Apartments,주택유형,Region,a6,경기,Gyeonggi,지역,Region,03,연령3,Age3,건축연령,Region,100.5146257,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
103,01,아파트,Apartments,주택유형,Region,a6,경기,Gyeonggi,지역,Region,04,연령4,Age4,건축연령,Region,99.02720962,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
104,01,아파트,Apartments,주택유형,Region,a6,경기,Gyeonggi,지역,Region,05,연령5,Age5,건축연령,Region,101.7062418,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
105,01,아파트,Apartments,주택유형,Region,a7,인천,Incheon,지역,Region,01,연령1,Age1,건축연령,Region,100.6426587,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
106,01,아파트,Apartments,주택유형,Region,a7,인천,Incheon,지역,Region,02,연령2,Age2,건축연령,Region,100.9382709,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
107,01,아파트,Apartments,주택유형,Region,a7,인천,Incheon,지역,Region,03,연령3,Age3,건축연령,Region,98.97559758,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
108,01,아파트,Apartments,주택유형,Region,a7,인천,Incheon,지역,Region,04,연령4,Age4,건축연령,Region,98.67678004,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
109,01,아파트,Apartments,주택유형,Region,a7,인천,Incheon,지역,Region,05,연령5,Age5,건축연령,Region,99.51066015,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
110,01,아파트,Apartments,주택유형,Region,a8,부산,Busan,지역,Region,01,연령1,Age1,건축연령,Region,96.79107134,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
111,01,아파트,Apartments,주택유형,Region,a8,부산,Busan,지역,Region,02,연령2,Age2,건축연령,Region,95.19079044,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
112,01,아파트,Apartments,주택유형,Region,a8,부산,Busan,지역,Region,03,연령3,Age3,건축연령,Region,95.52752383,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
113,01,아파트,Apartments,주택유형,Region,a8,부산,Busan,지역,Region,04,연령4,Age4,건축연령,Region,95.13814291,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
114,01,아파트,Apartments,주택유형,Region,a8,부산,Busan,지역,Region,05,연령5,Age5,건축연령,Region,95.0229067,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
115,01,아파트,Apartments,주택유형,Region,a9,대구,Daegu,지역,Region,01,연령1,Age1,건축연령,Region,106.7111246,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
116,01,아파트,Apartments,주택유형,Region,a9,대구,Daegu,지역,Region,02,연령2,Age2,건축연령,Region,107.1489373,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
117,01,아파트,Apartments,주택유형,Region,a9,대구,Daegu,지역,Region,03,연령3,Age3,건축연령,Region,104.1350333,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
118,01,아파트,Apartments,주택유형,Region,a9,대구,Daegu,지역,Region,04,연령4,Age4,건축연령,Region,100.891711,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
119,01,아파트,Apartments,주택유형,Region,a9,대구,Daegu,지역,Region,05,연령5,Age5,건축연령,Region,102.1528456,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
120,02,연립다세대,Row Houses,주택유형,Region,a0,전국,The Whole Country,지역,Region,01,연령1,Age1,건축연령,Region,100.6270494,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
121,02,연립다세대,Row Houses,주택유형,Region,a0,전국,The Whole Country,지역,Region,02,연령2,Age2,건축연령,Region,100.4566821,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
122,02,연립다세대,Row Houses,주택유형,Region,a0,전국,The Whole Country,지역,Region,03,연령3,Age3,건축연령,Region,100.2492087,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
123,02,연립다세대,Row Houses,주택유형,Region,a1,수도권,Seoul Metropolitan Area,지역,Region,01,연령1,Age1,건축연령,Region,101.5236612,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
124,02,연립다세대,Row Houses,주택유형,Region,a1,수도권,Seoul Metropolitan Area,지역,Region,02,연령2,Age2,건축연령,Region,101.6491269,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
125,02,연립다세대,Row Houses,주택유형,Region,a1,수도권,Seoul Metropolitan Area,지역,Region,03,연령3,Age3,건축연령,Region,101.7269928,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
126,02,연립다세대,Row Houses,주택유형,Region,a10,광주,Gwangju,지역,Region,01,연령1,Age1,건축연령,Region,100.7023734,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
127,02,연립다세대,Row Houses,주택유형,Region,a10,광주,Gwangju,지역,Region,02,연령2,Age2,건축연령,Region,99.45260682,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
128,02,연립다세대,Row Houses,주택유형,Region,a10,광주,Gwangju,지역,Region,03,연령3,Age3,건축연령,Region,104.4507059,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
129,02,연립다세대,Row Houses,주택유형,Region,a11,대전,Daejeon,지역,Region,01,연령1,Age1,건축연령,Region,98.88406643,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
130,02,연립다세대,Row Houses,주택유형,Region,a11,대전,Daejeon,지역,Region,02,연령2,Age2,건축연령,Region,102.5980447,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
131,02,연립다세대,Row Houses,주택유형,Region,a11,대전,Daejeon,지역,Region,03,연령3,Age3,건축연령,Region,100.8327906,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
132,02,연립다세대,Row Houses,주택유형,Region,a12,울산,Ulsan,지역,Region,01,연령1,Age1,건축연령,Region,96.42369676,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
133,02,연립다세대,Row Houses,주택유형,Region,a12,울산,Ulsan,지역,Region,02,연령2,Age2,건축연령,Region,93.88174464,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
134,02,연립다세대,Row Houses,주택유형,Region,a12,울산,Ulsan,지역,Region,03,연령3,Age3,건축연령,Region,94.1906055,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
135,02,연립다세대,Row Houses,주택유형,Region,a13,세종,Sejong,지역,Region,01,연령1,Age1,건축연령,Region,100.9881067,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
136,02,연립다세대,Row Houses,주택유형,Region,a13,세종,Sejong,지역,Region,02,연령2,Age2,건축연령,Region,101.2184889,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
137,02,연립다세대,Row Houses,주택유형,Region,a13,세종,Sejong,지역,Region,03,연령3,Age3,건축연령,Region,99.13337078,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
138,02,연립다세대,Row Houses,주택유형,Region,a14,강원,Gangwon,지역,Region,01,연령1,Age1,건축연령,Region,98.06949685,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
139,02,연립다세대,Row Houses,주택유형,Region,a14,강원,Gangwon,지역,Region,02,연령2,Age2,건축연령,Region,97.21307388,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
140,02,연립다세대,Row Houses,주택유형,Region,a14,강원,Gangwon,지역,Region,03,연령3,Age3,건축연령,Region,97.15542055,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
141,02,연립다세대,Row Houses,주택유형,Region,a15,충북,Chungbuk,지역,Region,01,연령1,Age1,건축연령,Region,96.32475156,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
142,02,연립다세대,Row Houses,주택유형,Region,a15,충북,Chungbuk,지역,Region,02,연령2,Age2,건축연령,Region,95.29351689,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
143,02,연립다세대,Row Houses,주택유형,Region,a15,충북,Chungbuk,지역,Region,03,연령3,Age3,건축연령,Region,96.98345343,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
144,02,연립다세대,Row Houses,주택유형,Region,a16,충남,Chungnam,지역,Region,01,연령1,Age1,건축연령,Region,97.115279,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
145,02,연립다세대,Row Houses,주택유형,Region,a16,충남,Chungnam,지역,Region,02,연령2,Age2,건축연령,Region,95.9502691,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
146,02,연립다세대,Row Houses,주택유형,Region,a16,충남,Chungnam,지역,Region,03,연령3,Age3,건축연령,Region,94.88709826,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
147,02,연립다세대,Row Houses,주택유형,Region,a17,전북,Jeonbuk,지역,Region,01,연령1,Age1,건축연령,Region,98.6220656,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
148,02,연립다세대,Row Houses,주택유형,Region,a17,전북,Jeonbuk,지역,Region,02,연령2,Age2,건축연령,Region,101.0009342,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
149,02,연립다세대,Row Houses,주택유형,Region,a17,전북,Jeonbuk,지역,Region,03,연령3,Age3,건축연령,Region,98.0754188,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
150,02,연립다세대,Row Houses,주택유형,Region,a18,전남,Jeonnam,지역,Region,01,연령1,Age1,건축연령,Region,100.6718278,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
151,02,연립다세대,Row Houses,주택유형,Region,a18,전남,Jeonnam,지역,Region,02,연령2,Age2,건축연령,Region,100.5241636,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
152,02,연립다세대,Row Houses,주택유형,Region,a18,전남,Jeonnam,지역,Region,03,연령3,Age3,건축연령,Region,100.6173951,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
153,02,연립다세대,Row Houses,주택유형,Region,a19,경북,Gyeongbuk,지역,Region,01,연령1,Age1,건축연령,Region,96.83155377,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
154,02,연립다세대,Row Houses,주택유형,Region,a19,경북,Gyeongbuk,지역,Region,02,연령2,Age2,건축연령,Region,96.73061459,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
155,02,연립다세대,Row Houses,주택유형,Region,a19,경북,Gyeongbuk,지역,Region,03,연령3,Age3,건축연령,Region,96.0294177,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
156,02,연립다세대,Row Houses,주택유형,Region,a2,지방,Non-Seoul Metropolitan Area,지역,Region,01,연령1,Age1,건축연령,Region,97.71787168,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
157,02,연립다세대,Row Houses,주택유형,Region,a2,지방,Non-Seoul Metropolitan Area,지역,Region,02,연령2,Age2,건축연령,Region,97.52844599,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
158,02,연립다세대,Row Houses,주택유형,Region,a2,지방,Non-Seoul Metropolitan Area,지역,Region,03,연령3,Age3,건축연령,Region,97.34055247,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
159,02,연립다세대,Row Houses,주택유형,Region,a20,경남,Gyeongnam,지역,Region,01,연령1,Age1,건축연령,Region,92.57317106,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
160,02,연립다세대,Row Houses,주택유형,Region,a20,경남,Gyeongnam,지역,Region,02,연령2,Age2,건축연령,Region,91.84880952,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
161,02,연립다세대,Row Houses,주택유형,Region,a20,경남,Gyeongnam,지역,Region,03,연령3,Age3,건축연령,Region,91.69031581,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
162,02,연립다세대,Row Houses,주택유형,Region,a21,제주,Jeju,지역,Region,01,연령1,Age1,건축연령,Region,98.3485392,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
163,02,연립다세대,Row Houses,주택유형,Region,a21,제주,Jeju,지역,Region,02,연령2,Age2,건축연령,Region,97.99915592,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
164,02,연립다세대,Row Houses,주택유형,Region,a21,제주,Jeju,지역,Region,03,연령3,Age3,건축연령,Region,96.86221754,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
165,02,연립다세대,Row Houses,주택유형,Region,a22,6대광역시,6 Large Cities,지역,Region,01,연령1,Age1,건축연령,Region,99.43040009,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
166,02,연립다세대,Row Houses,주택유형,Region,a22,6대광역시,6 Large Cities,지역,Region,02,연령2,Age2,건축연령,Region,99.45351218,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
167,02,연립다세대,Row Houses,주택유형,Region,a22,6대광역시,6 Large Cities,지역,Region,03,연령3,Age3,건축연령,Region,99.85417252,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
168,02,연립다세대,Row Houses,주택유형,Region,a23,9개도,9 Provinces,지역,Region,01,연령1,Age1,건축연령,Region,99.29554212,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
169,02,연립다세대,Row Houses,주택유형,Region,a23,9개도,9 Provinces,지역,Region,02,연령2,Age2,건축연령,Region,99.26076837,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
170,02,연립다세대,Row Houses,주택유형,Region,a23,9개도,9 Provinces,지역,Region,03,연령3,Age3,건축연령,Region,98.6506169,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
171,02,연립다세대,Row Houses,주택유형,Region,a3,5대광역시,5 Large Cities,지역,Region,01,연령1,Age1,건축연령,Region,98.56572979,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
172,02,연립다세대,Row Houses,주택유형,Region,a3,5대광역시,5 Large Cities,지역,Region,02,연령2,Age2,건축연령,Region,98.49232333,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
173,02,연립다세대,Row Houses,주택유형,Region,a3,5대광역시,5 Large Cities,지역,Region,03,연령3,Age3,건축연령,Region,99.02020067,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
174,02,연립다세대,Row Houses,주택유형,Region,a4,8개도,8 Provinces,지역,Region,01,연령1,Age1,건축연령,Region,96.99963099,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
175,02,연립다세대,Row Houses,주택유형,Region,a4,8개도,8 Provinces,지역,Region,02,연령2,Age2,건축연령,Region,96.3012831,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
176,02,연립다세대,Row Houses,주택유형,Region,a4,8개도,8 Provinces,지역,Region,03,연령3,Age3,건축연령,Region,95.89153735,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
177,02,연립다세대,Row Houses,주택유형,Region,a5,서울,Seoul,지역,Region,01,연령1,Age1,건축연령,Region,102.8563652,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
178,02,연립다세대,Row Houses,주택유형,Region,a5,서울,Seoul,지역,Region,02,연령2,Age2,건축연령,Region,102.5379297,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
179,02,연립다세대,Row Houses,주택유형,Region,a5,서울,Seoul,지역,Region,03,연령3,Age3,건축연령,Region,103.3142487,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
180,02,연립다세대,Row Houses,주택유형,Region,a6,경기,Gyeonggi,지역,Region,01,연령1,Age1,건축연령,Region,100.2137277,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
181,02,연립다세대,Row Houses,주택유형,Region,a6,경기,Gyeonggi,지역,Region,02,연령2,Age2,건축연령,Region,100.7555777,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
182,02,연립다세대,Row Houses,주택유형,Region,a6,경기,Gyeonggi,지역,Region,03,연령3,Age3,건축연령,Region,100.4954323,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
183,02,연립다세대,Row Houses,주택유형,Region,a7,인천,Incheon,지역,Region,01,연령1,Age1,건축연령,Region,100.6356687,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
184,02,연립다세대,Row Houses,주택유형,Region,a7,인천,Incheon,지역,Region,02,연령2,Age2,건축연령,Region,100.8786915,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
185,02,연립다세대,Row Houses,주택유형,Region,a7,인천,Incheon,지역,Region,03,연령3,Age3,건축연령,Region,100.9226193,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
186,02,연립다세대,Row Houses,주택유형,Region,a8,부산,Busan,지역,Region,01,연령1,Age1,건축연령,Region,98.27896596,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
187,02,연립다세대,Row Houses,주택유형,Region,a8,부산,Busan,지역,Region,02,연령2,Age2,건축연령,Region,97.54201916,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
188,02,연립다세대,Row Houses,주택유형,Region,a8,부산,Busan,지역,Region,03,연령3,Age3,건축연령,Region,97.57752578,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
189,02,연립다세대,Row Houses,주택유형,Region,a9,대구,Daegu,지역,Region,01,연령1,Age1,건축연령,Region,100.8208349,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
190,02,연립다세대,Row Houses,주택유형,Region,a9,대구,Daegu,지역,Region,02,연령2,Age2,건축연령,Region,101.434406,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
191,02,연립다세대,Row Houses,주택유형,Region,a9,대구,Daegu,지역,Region,03,연령3,Age3,건축연령,Region,101.8776069,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
192,03,단독주택,Detached Houses,주택유형,Region,a0,전국,The Whole Country,지역,Region,01,연령1,Age1,건축연령,Region,103.9011562,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
193,03,단독주택,Detached Houses,주택유형,Region,a0,전국,The Whole Country,지역,Region,02,연령2,Age2,건축연령,Region,104.2897039,sales,매매가격,Sales Price Index,408,201903,M,DT_40803_N0005,연령별 매매가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
